index,ID_General,Piattaforma,User,Lavoro,Settore,Utilizzo_software,ValutazioneComplessiva,Facilita_d_uso,Caratteristiche_funzionalita,Assistenza_Clienti,Rapporto_Qualita_prezzo,Consigliato,titoloReview,Commenti,Data_Recensione,Vantaggi,Inconvenienti
5658,5658 Asana,Asana,Kristen G.,Web Designer,Design,2+ years,5,5,5,5,5,10,“Amazing tool for project management and collaboration”,Overall: I use this when I am working with others on a big project. The ability to assign tasks to people is so helpful and the due dates are great too,29/7/2019,"Pros: I love being able to work with others on tasks and keep them organized. The task checklist feature is probably the one I rely on the most - layers and layers of organization! And it's great that I can attach images, embed URLs, comment on tasks too! Perfect tool to keep my projects organized and make sure a team knows what's what.",Cons: I wish it wouldn't add a new line/task so readily when I click in task section.
5659,5659 Asana,Asana,Verified Reviewer,,Management Consulting,2+ years,5,5,5,,,10,“Super easy to create collaborative lists of tasks”,Overall: My husband and I use it to organise all the tasks between us and also manage properties we have and all the actions required,26/9/2018,"Pros: The best feature about this app is that I can visually see who owns the task because a photo appears against the assigned task. It's super easy to use, and it sends out email reminders when a task is created/ due so you don't miss a thing! Also you can create updates within each task, and everyone on the task board can see this update.",Cons: I've been using Asana for the past month and I don't have anything negative to say about it for now!
5660,5660 Asana,Asana,Ilse Yolanda R.,Community Manager,Unspecified,2+ years,5,5,5,5,5,8,“It is a great system of digital organization without the need to send emails or paste sticky notes ”,Overall: Efficiency and effectiveness in the pace of work and performance of tasks and projects within my team.,9/4/2018,"Pros: In the software you can organize meetings, future projects and tasks in order to keep the whole team informed about the company's affairs","Cons: It helps to be more effective in the performance of tasks, however, the interface is a bit complicated to understand if it is the first time that this type of software is used"
5661,5661 Asana,Asana,Verified Reviewer,,1001-5000 employees,2+ years,4,3,4,3,3,7,“a new discovering for work in group”,Overall: make work in group easier,16/7/2018,Pros: Asana is easy to use and help to organised a group work and allow to follow evolutions of one or severals projects,Cons: Asana take time in order to understand how it's work at the beginning but it become more intuitive after some days of training
5662,5662 Asana,Asana,Emel A.,"Junior Associate, Tax and Payroll",Financial Services,2+ years,5,3,5,,,10,“Helps me go through my tasks”,,27/7/2019,,"Cons: The Project Dashboard ins't really that customizeable . Because of how fluid it is ,getting Asana to work right at the beginning is also a bit hard ."
5663,5663 Asana,Asana,Rachelle B.,Marketing,Wholesale,2+ years,4,3,3,,,5,“Great for group project management”,OverallPros: I like how easy the Asana makes it to create and assign tasks to a project. It makes it easy to share and track duties among our marketing team.,25/9/2018,,"Cons: I dislike the ASANA interface. I feel like it's hard to navigate to the project you need if you have multiple projects. Overall, I wish the interface was a bit more streamlined to make it easier to find what you are looking for quickly."
5664,5664 Asana,Asana,Verified Reviewer,,Luxury Goods & Jewelry,2+ years,4,4,4,3,3,7,“This has become our trusted tool for managing our projects within our graphic design dept.”,,21/3/2018,,Cons: It is still quite text heavy; it would be helpful if they could figure out how to make more things graphically represented rather than relying on text.
5665,5665 Asana,Asana,Angelina S.,Project Manager,Unspecified,2+ years,4,5,5,,,,"“Great modern tool, a bit pricey though”",,15/7/2018,,"Cons: Well, it is pricey and probably won't fit a small company on a low budget. Other than that it is good."
5666,5666 Asana,Asana,Gaurav J.,F,Facilities Services,2+ years,5,5,5,5,5,9,“Best software for projects and tasks”,Overall: I use it every day and can't think of completing tasks without it.,25/7/2019,Pros: User experience is great. Customer support is awesome.,Cons: $20k referral bonus are gone. It used to be there for referring employees.
5667,5667 Asana,Asana,Verified Reviewer,,Marketing and Advertising,2+ years,5,5,4,,,8,“Quick and Easy”,"Overall: It keeps track of metrics of what gets done, what needs to be done, and is very useful to future planning",19/9/2018,Pros: It's very easy to use and very good at keeping track of what you need to do.,"Cons: Nothing, it does exactly what you'd ask of it."
5668,5668 Asana,Asana,Verified Reviewer,,Computer Software,2+ years,5,5,5,5,,10,“Asana is amazing for our team. Really enjoy the product. ”,,16/3/2018,,"Cons: We would enjoy more in-depth reporting at some point, but the overall experience is really good for daily use."
5669,5669 Asana,Asana,Verified Reviewer,,Unspecified,2+ years,5,5,5,5,,,“A great project management tool for larger teams”,,10/7/2018,,Cons: The difference from free to paid is a bit steep. Having a more digestable figure will make it easier to make the change to paid.
5670,5670 Asana,Asana,Michelle R.,IT Specialist,Information Technology and Services,2+ years,5,5,4,4,4,9,“Loving this software!!”,"Overall: We switched from using Google planner and a combo of G Suite/iCal (on phones) to organize everyone, and it was insane. We gave this a pilot trial first, and really liked it. I do wish it wasnt' so pricey, but as I mentioned- you will LOVE how easy it makes your life",24/7/2019,Pros: I love how Asana organizes my work flow. I took on a new role within my company and we just switched to this to better organize our calendars/work flow. This program is excellent...much better than what we had before.,"Cons: Kind of pricey..I mean it is high quality and quite useful, but would prefer a lower price point overall."
5671,5671 Asana,Asana,Verified Reviewer,,Internet,2+ years,4,3,4,,,7,“Deal or no deal”,,19/9/2018,,Cons: Hit enter and get a new task. it is a pain to delete the task.
5672,5672 Asana,Asana,Heather S.,Digital Marketing & eCommerce Specialist,Unspecified,2+ years,4,3,5,4,5,10,“New to Asana but off to a great start!”,,27/2/2018,,"Cons: Currently, we are using the free version so we don't get some of the premium features that I wish we had like their templates. With more features comes a bit higher learning curve but I've also used Basecamp and the switch wasn't bad at all if your team is on the same page."
5673,5673 Asana,Asana,Will F.,CEO,Unspecified,2+ years,3,3,3,3,,,“Good but could be better ”,,22/6/2018,,Cons: Time it takes to do thing is sluggish. The updating and reloading of Asana often takes time and some areas of the software are glitchy meaning sometimes updates were not saved.
5674,5674 Asana,Asana,Amanda K.,Exec Asistant,Non-Profit Organization Management,2+ years,5,5,5,,,10,“Huge Fan!”,,21/7/2019,,"Cons: no complaints, ease of use and great project planning app."
5675,5675 Asana,Asana,Alyssa L.,Vet Tech,Veterinary,2+ years,5,4,5,,4,5,“Asana on my goals. ”,Overall: Keeps everyone on the same page,18/9/2018,"Pros: Great for project managers, the goals for the company look great when presenting.",Cons: Takes time to get the whole team involed for the launch but was totally worth it.
5676,5676 Asana,Asana,Mike J.,IT Support Administrator,Hospital & Health Care,2+ years,5,5,,,,,“Great collaborative tool for getting projects done!”,,22/2/2018,,"Cons: With how easy this tool has been to use, and how friendly the interface is, we could not find it in our hearts to look for another tool that does just this. We have not found anything we don't like about it."
5677,5677 Asana,Asana,Verified Reviewer,,Performing Arts,2+ years,4,4,4,5,5,9,“Good affordable task management software for a team.”,,21/6/2018,,Cons: There are some specific features that are lacking and occasionally hard to figure out how to setup something a specific way. But affordable for what you get.
5678,5678 Asana,Asana,Rebekah D.,Branding Studio Owner and Graphic Designer,Graphic Design,2+ years,5,5,5,,,10,“Great Tool for my Business”,"Overall: Having a professional looking project management system has improved my client process, helped me stay on task, keep track of multiple projects and tasks at once, and meet deadlines.",17/7/2019,"Pros: Once I got the hang of it and how the platform works, it's become easy to use for all of my client projects. I love how I can separate projects with custom timelines and even invite clients to their project in order to assign specific tasks to them.","Cons: I would like to see more customizations for the email notifications on the client end. There aren't many options to turn off notifications, so when I assign them all of their tasks at the beginning of the project, they get bombarded with multiple emails at once, and that can feel overwhelming."
