General_ID,Piattaforma,User,Lavoro,Settore,Utilizzo_software,ValutazioneComplessiva,Facilita_d_uso,Caratteristiche_funzionalita,Assistenza_Clienti,Rapporto_Qualita_prezzo,Consigliato,titoloReview,Data_Recensione,Commenti,Vantaggi,Svantaggi
6043 Go_To_Meeting,Go_To_Meeting,Dharani B.,Data analyst,Software informatici,1-5 mesi,5 /5,5 /5,4 /5,5 /5,Nessuna recensione,6/10,On the go meeting,29/4/2020,"We used Goto meeting for our day today video conferencing with team members and colleagues in real time , it works great and is efficient.","Go to meeting software is very efficient and truly important if you are on the go or mobile and Can still carry on and attend meetings , video conferencing with project members , colleagues, friends and family .",I had no issues whatsoever while using go to meeting software. The reception is clear and very efficient.
6044 Go_To_Meeting,Go_To_Meeting,Emily G.,Marketing Coordinator,Servizi ambientali,6-12 mesi,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,8/10,Useful for Group Meetings,16/7/2019,I like that it is easy to connect multiple parties on a meeting/call in case it isn't convenient to all meet in person. Being able to share screens and send info back and forth within the space is also a plus.,"If I have a coworker with me and we have a call without headphones, we almost have to shout into the speaker area of my laptop in order for others to hear us. Doesn't happen all the time, but it can be very inconvenient.",I had no issues whatsoever while using go to meeting software. The reception is clear and very efficient.
6045 Go_To_Meeting,Go_To_Meeting,Randy S.,,,Più di 1 anno,5 /5,5 /5,4 /5,5 /5,5 /5,5/10,GoToMeeting - super easy to use,6/12/2016,"I love to go to meeting. It's super easy to use. When trying to set up a meeting with multiple people, whether internal or external, GoToMeeting is always easy to use. I love how it's basically one click to send out a meeting invite for users. Can't be any easier. I use GoToMeeting all the time. Super easy to use and easy for new people to understand, very little training is needed.","If I have a coworker with me and we have a call without headphones, we almost have to shout into the speaker area of my laptop in order for others to hear us. Doesn't happen all the time, but it can be very inconvenient.",I had no issues whatsoever while using go to meeting software. The reception is clear and very efficient.
6046 Go_To_Meeting,Go_To_Meeting,Ana B.,Development Officer,Raccolta di fondi,Più di 2 anni,5 /5,5 /5,4 /5,3 /5,5 /5,10/10,GoToMeeting,11/12/2019,I have been on many GoToMeeting webinars that have benefited me professionally.,"The screen-sharing functionality is great and I find it better to use for larger audiences, webinars, etc. Often times I go to Zoom for smaller meetings.",Features are more limited than other similar products.
6047 Go_To_Meeting,Go_To_Meeting,Ricardo U.,Director of Maintenance,Intrattenimento,Più di 1 anno,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,9/10,ease and useful tool for meetings,6/8/2018,"Excellent tool, all you need is an internet connection, you can do video or voice-only meetings, you can show your screen, transfer the lead of the meeting to another attendee so that they can show files from their computer.",nothing to complain about this very useful tool.,Features are more limited than other similar products.
6048 Go_To_Meeting,Go_To_Meeting,Victoria M.,Client Services Partner,,Più di 2 anni,5 /5,5 /5,4 /5,4 /5,5 /5,9/10,I use this regularly to attend meetings with no problems!,5/7/2018,"Pairs well with Outlook, and is easy to access. Attending the meeting is easy to do, and I rarely have experienced connectivity issues.","There is not much to dislike about this software! I don't remember if there is a chat feature, but that would be nice for sharing links and such.",Features are more limited than other similar products.
6049 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Project Manager,Stampa,Più di 2 anni,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,9/10,Great meeting software,27/2/2018,Works well without any issues or disconnections,A bit too many steps to login. Why I need to download it with every use?,Features are more limited than other similar products.
6050 Go_To_Meeting,Go_To_Meeting,Jim R.,"Senior Solutions Engineer, Media Technologist",Software informatici,Più di 1 anno,5 /5,5 /5,4 /5,5 /5,4 /5,9/10,"Perfect for webinars, meetings and conference calls!",10/7/2018,,,Features are more limited than other similar products.
6051 Go_To_Meeting,Go_To_Meeting,Scott H.,Founder,Marketing e pubblicità ,Più di 1 anno,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,6/10,Functional group VOIP tool with a focus on facilitating presentations,30/7/2018,,,Features are more limited than other similar products.
6052 Go_To_Meeting,Go_To_Meeting,Margaret S.,WordPress & Digital Marketing Services and Consultancy,,6-12 mesi,4 /5,5 /5,4 /5,5 /5,4 /5,10/10,It gets the job done,13/10/2020,"I've never used an easy to set up video conference software tool like this! Perfect for hosting webinars, attending webinars, and conference call. Easy to use for first timers, the dashboard is not complicated.","When used in mobile, I noticed there are some dropouts or the video freezes. It takes a while to connect/reconnect but maybe this is due to my current internet speed? Nevertheless, I prefer this tool than its competitors.",Features are more limited than other similar products.
6053 Go_To_Meeting,Go_To_Meeting,Richard H.,Process Control Executive,,Prova gratuita,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,10/10,GoToMeeting Is Still The Best,1/2/2019,"Whenever I need to join a meeting it's incredibly straightforward, just ring up and provide the correct details and I'm ready with no delay",The video quality seems quite variable but I'm inclined to believe that's down to user/host bandwidth and not an issue on GoToMeetings end.,Features are more limited than other similar products.
6054 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Owner,Contabilità ,Più di 1 anno,4 /5,5 /5,4 /5,4 /5,4 /5,7/10,Easy to setup and widely used,17/7/2019,I use it for easy virtual meetings with clients and team members.,This company has lots of years of experience developing this product it has a solid set of features and it works as expected.,Pricing has increased over the year and now there are cheaper options that get the same job done.
6055 Go_To_Meeting,Go_To_Meeting,Utente Verificato,Resource Development Director,Organizzazioni civiche e sociali,Più di 2 anni,5 /5,5 /5,4 /5,5 /5,Nessuna recensione,10/10,Makes meetings easy and efficient!,20/3/2015,"Ease of Use
Functionality
Wide Spread Useage Makes Life Easier",There isn't anything about GoToMeeting that I don't like.,Pricing has increased over the year and now there are cheaper options that get the same job done.
6056 Go_To_Meeting,Go_To_Meeting,Alejandro S.,Digital Content & Engagement Director,Marketing e pubblicità ,Più di 1 anno,4 /5,5 /5,4 /5,Nessuna recensione,5 /5,8/10,Good Product,30/1/2020,We mostly use GoToMeeting to collaborate with business partners.,"I installed the GoToMeeting plugin on my web browser long ago and it always works flawlessly. No need to sign in, nothing to tweak, it just works.",I have multiple headsets and wish I could toggle between them a tad easier.
6057 Go_To_Meeting,Go_To_Meeting,Jennifer C.,Copywriter,,Più di 2 anni,5 /5,5 /5,4 /5,4 /5,Nessuna recensione,9/10,Out of my budget,9/2/2019,"My company uses Citrix GoToMeetings for our web-based meetings and it's really easy to use. Once you have the custom URL, the meeting leader can share their screen with the other participants who then dial in to have the full web-conferencing experience. We've also used GoToMeeting for video conferencing. It makes it effortless to connect with employees in other offices of my company who are spread across the country!","I installed the GoToMeeting plugin on my web browser long ago and it always works flawlessly. No need to sign in, nothing to tweak, it just works.",I have multiple headsets and wish I could toggle between them a tad easier.
6058 Go_To_Meeting,Go_To_Meeting,Eric z. G.,Owner,Gestione delle risorse,Prova gratuita,4 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,10/10,GoToMeeting Is A Great Video Platform,17/7/2019,Good to great product. Tends to work well.,"Call quality is poor, especially when you gave several users on the account.",I have multiple headsets and wish I could toggle between them a tad easier.
6059 Go_To_Meeting,Go_To_Meeting,Ana L.,Co Owner,Tempo libero,Prova gratuita,5 /5,5 /5,4 /5,5 /5,3 /5,10/10,Go to Meeting Software Application,9/1/2019,I only trial this software because I was looking for a online meeting software to work with my team. I like the features and the image quality and sound were excellent,Unfortunately it was out of my budget for a very small compant like mine. I had to choose a free option,I have multiple headsets and wish I could toggle between them a tad easier.
6060 Go_To_Meeting,Go_To_Meeting,Frank U.,Online Marketing Specialist,Marketing e pubblicità ,6-12 mesi,4 /5,5 /5,4 /5,4 /5,4 /5,6/10,long distance,5/3/2019,"GoToMeeting allows for a lot of options to set up online presentations, video conference calls, webinars and generally, collaboration with colleagues.","It is slightly expensive, especially for people who do not use the paid version.",I have multiple headsets and wish I could toggle between them a tad easier.
6061 Go_To_Meeting,Go_To_Meeting,Mitch H.,Practice Manager,Studi medici,Più di 1 anno,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,7/10,Great,23/7/2019,This application worked well without any major issues. It was easy to use.,There were really no cons on this software,I have multiple headsets and wish I could toggle between them a tad easier.
6062 Go_To_Meeting,Go_To_Meeting,Emily S.,Property Manager,Proprietà  immobiliari,Più di 2 anni,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,10/10,"Solid platform, but similar to most competitors",20/5/2019,I love what it does for our company.,Perfect for long distance office meetings.,Not much that I can really complain about here.
6063 Go_To_Meeting,Go_To_Meeting,Jessica M.,Secretary,Amministrazione pubblica,Più di 1 anno,4 /5,5 /5,4 /5,5 /5,Nessuna recensione,8/10,It does the job,21/2/2019,It has been great. No issues!,It is easy to use and navigate for meetings!,nothing really. Havent had any issues in the 8+ yrs
6064 Go_To_Meeting,Go_To_Meeting,Utente Verificato,VP Client Development,Marketing e pubblicità ,Più di 2 anni,5 /5,5 /5,4 /5,Nessuna recensione,Nessuna recensione,10/10,GoToMeeting,11/12/2019,Mobile App and the ability to quickly set it up,Confusion at first in the setup and how to sync with external audio line,nothing really. Havent had any issues in the 8+ yrs
6065 Go_To_Meeting,Go_To_Meeting,Dave S.,Managing partner,Gestione delle risorse,6-12 mesi,5 /5,5 /5,4 /5,3 /5,4 /5,7/10,Great Webinar tool for customer demos,16/6/2018,Have used for many years and is a reliable product,Sharing the screen and video menu options can be clunky and confusing,nothing really. Havent had any issues in the 8+ yrs
6066 Go_To_Meeting,Go_To_Meeting,Borislav I.,Inspector for organic production,Agricoltura,Più di 1 anno,5 /5,5 /5,4 /5,Nessuna recensione,5 /5,10/10,Best screen sharing,11/8/2019,"I'm using GoToMeeting mostly for online education in my company that I work for, but also with companies around the world with whom I work together.",The thing that I like the most about GoToMeeting is ease of use. No complicated setup process for setting up meetings and very easy way of joining the meeting. Excellent quality of video and sound.,Possibly one thing that is not made the best way is user interface which could be made better and nicer to eye.
6067 Go_To_Meeting,Go_To_Meeting,Utente Verificato,IT Support,Servizi finanziari,Più di 1 anno,5 /5,5 /5,4 /5,4 /5,4 /5,10/10,So Easy to Use,21/2/2019,Reliable and easy to use software for quickly screensharing to a customer for product/system demonstrations,"When it breaks, there is very little customer support to offer a solution, and normally you just need to know to roll back your version until a new fix is released tomorrow.",Possibly one thing that is not made the best way is user interface which could be made better and nicer to eye.
